SEASON_ID,GAME_ID,GAME_DATE,TEAM_ID,TEAM_ABBREVIATION,HOME,WIN,WL,PTS,FGA,FGM,FG_PCT,FG3A,FG3M,FG3_PCT,FTA,FTM,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,PLUS_MINUS,PTS_roll5,FG_PCT_roll5,FG3_PCT_roll5,FT_PCT_roll5,REB_roll5,AST_roll5,TOV_roll5,PLUS_MINUS_roll5,PTS_roll10,FG_PCT_roll10,FG3_PCT_roll10,FT_PCT_roll10,REB_roll10,AST_roll10,TOV_roll10,PLUS_MINUS_roll10,REST_DAYS
22019,0021900014,2019-10-24,1610612737,ATL,0,1,W,117,86,44,0.512,31,11,0.355,21,18,0.857,8,34,42,27,13,9,2,17,,,,,,,,,,,,,,,,,3.0
22019,0021900028,2019-10-26,1610612737,ATL,1,1,W,103,84,43,0.512,30,9,0.3,15,8,0.533,9,43,52,22,18,5,9,4,117.0,0.512,0.355,0.857,42.0,27.0,13.0,17.0,117.0,0.512,0.355,0.857,42.0,27.0,13.0,17.0,2.0
22019,0021900043,2019-10-28,1610612737,ATL,1,0,L,103,84,36,0.429,27,9,0.333,32,22,0.688,8,37,45,23,21,12,3,-2,110.0,0.512,0.3275,0.6950000000000001,47.0,24.5,15.5,10.5,110.0,0.512,0.3275,0.6950000000000001,47.0,24.5,15.5,10.5,2.0
22019,0021900052,2019-10-29,1610612737,ATL,0,0,L,97,83,35,0.422,39,11,0.282,24,16,0.667,9,24,33,28,20,14,7,-15,107.66666666666667,0.48433333333333334,0.3293333333333333,0.6926666666666667,46.333333333333336,24.0,17.333333333333332,6.333333333333333,107.66666666666667,0.48433333333333334,0.3293333333333333,0.6926666666666667,46.333333333333336,24.0,17.333333333333332,6.333333333333333,1.0
22019,0021900066,2019-10-31,1610612737,ATL,1,0,L,97,88,36,0.409,34,7,0.206,26,18,0.692,16,34,50,20,16,5,5,-9,105.0,0.46875,0.3175,0.68625,43.0,25.0,18.0,1.0,105.0,0.46875,0.3175,0.68625,43.0,25.0,18.0,1.0,2.0
22019,0021900099,2019-11-05,1610612737,ATL,1,1,W,108,90,43,0.478,30,11,0.367,16,11,0.688,9,39,48,22,18,9,5,8,103.4,0.4568,0.2952,0.6874,44.4,24.0,17.6,-1.0,103.4,0.4568,0.2952,0.6874,44.4,24.0,17.6,-1.0,5.0
22019,0021900105,2019-11-06,1610612737,ATL,1,0,L,93,74,30,0.405,30,6,0.2,35,27,0.771,6,35,41,18,24,7,3,-20,101.6,0.45,0.2976,0.6536000000000001,45.6,23.0,18.6,-2.8,104.16666666666667,0.4603333333333333,0.30716666666666664,0.6875,45.0,23.666666666666668,17.666666666666668,0.5,1.0
22019,0021900119,2019-11-08,1610612737,ATL,1,0,L,109,87,46,0.529,28,9,0.321,14,8,0.571,11,23,34,23,13,8,6,-12,99.6,0.4286,0.27759999999999996,0.7011999999999999,43.4,22.2,19.8,-7.6,102.57142857142857,0.4524285714285714,0.29185714285714287,0.6994285714285714,44.42857142857143,22.857142857142858,18.571428571428573,-2.4285714285714284,2.0
22019,0021900138,2019-11-10,1610612737,ATL,0,0,L,113,104,42,0.404,41,11,0.268,25,18,0.72,11,37,48,21,16,11,8,-11,100.8,0.4486,0.2752,0.6778000000000001,41.2,22.2,18.2,-9.6,103.375,0.46199999999999997,0.2955,0.683375,43.125,22.875,17.875,-3.625,2.0
22019,0021900150,2019-11-12,1610612737,ATL,0,1,W,125,83,44,0.53,34,15,0.441,34,22,0.647,10,35,45,30,15,1,5,4,104.0,0.445,0.27240000000000003,0.6883999999999999,44.2,20.8,17.4,-8.8,104.44444444444444,0.4555555555555555,0.29244444444444445,0.6874444444444444,43.666666666666664,22.666666666666668,17.666666666666668,-4.444444444444445,2.0
22019,0021900165,2019-11-14,1610612737,ATL,0,0,L,112,91,40,0.44,31,8,0.258,30,24,0.8,15,34,49,25,22,15,5,-16,109.6,0.4692,0.3194,0.6794,43.2,22.8,17.2,-6.2,106.5,0.46299999999999997,0.3073,0.6834,43.8,23.4,17.4,-3.6,2.0
22019,0021900182,2019-11-16,1610612737,ATL,0,0,L,101,90,34,0.378,24,6,0.25,37,27,0.73,14,24,38,19,19,11,10,-49,110.4,0.46159999999999995,0.2976,0.7018,43.4,23.4,18.0,-11.0,106.0,0.4558000000000001,0.2976,0.6777,44.5,23.2,18.3,-6.9,2.0
22019,0021900188,2019-11-17,1610612737,ATL,0,0,L,101,86,37,0.43,28,8,0.286,25,19,0.76,9,28,37,16,20,11,2,-21,112.0,0.45620000000000005,0.3076,0.6936,42.8,23.6,17.0,-16.8,105.8,0.4424,0.2926,0.6974,43.1,22.9,18.4,-12.2,1.0
22019,0021900204,2019-11-20,1610612737,ATL,1,0,L,127,96,44,0.458,31,14,0.452,31,25,0.806,9,34,43,27,13,8,2,-8,110.4,0.4364,0.30060000000000003,0.7314,43.4,22.2,18.4,-18.6,105.6,0.4425,0.2879,0.7045999999999999,42.3,22.2,18.3,-14.1,3.0
22019,0021900215,2019-11-22,1610612737,ATL,0,0,L,103,88,38,0.432,37,10,0.27,17,17,1.0,10,24,34,26,20,12,2,-25,113.2,0.44720000000000004,0.3374,0.7486,42.4,23.4,17.8,-18.0,108.6,0.44610000000000005,0.3049,0.7184999999999999,43.3,22.1,17.6,-13.4,2.0
22019,0021900228,2019-11-23,1610612737,ATL,1,0,L,116,90,47,0.522,34,14,0.412,11,8,0.727,8,30,38,32,15,9,7,-3,108.8,0.4276,0.3032,0.8192,40.2,22.6,18.8,-23.8,109.2,0.4484,0.3113,0.7493,41.7,22.7,18.0,-15.0,1.0
22019,0021900243,2019-11-25,1610612737,ATL,1,0,L,113,94,41,0.436,32,10,0.313,26,21,0.808,9,33,42,26,18,6,4,-12,109.6,0.44399999999999995,0.33399999999999996,0.8046,38.0,24.0,17.4,-21.2,110.0,0.45280000000000004,0.31579999999999997,0.7532,40.7,23.7,17.7,-16.1,2.0
22019,0021900261,2019-11-27,1610612737,ATL,0,0,L,102,94,38,0.404,34,11,0.324,22,15,0.682,14,35,49,22,19,4,5,-9,112.0,0.4556,0.3466,0.8202,38.8,25.4,17.2,-13.8,112.0,0.4559,0.3271,0.7569,40.8,24.5,17.1,-15.3,2.0
22019,0021900272,2019-11-29,1610612737,ATL,0,0,L,104,90,39,0.433,32,9,0.281,18,17,0.944,10,38,48,14,24,10,3,-1,112.2,0.45039999999999997,0.35419999999999996,0.8046000000000001,41.2,26.6,17.0,-11.4,111.3,0.4434,0.3274,0.768,42.3,24.4,17.7,-15.0,2.0
22019,0021900282,2019-11-30,1610612737,ATL,0,0,L,111,89,38,0.427,46,15,0.326,25,20,0.8,8,21,29,26,14,5,2,-47,107.6,0.44539999999999996,0.32,0.8322,42.2,24.0,19.2,-10.0,110.4,0.44630000000000003,0.3287,0.7904000000000001,42.3,23.7,18.5,-14.0,1.0
22019,0021900295,2019-12-02,1610612737,ATL,1,1,W,104,89,41,0.461,29,8,0.276,15,14,0.933,11,27,38,21,15,13,4,25,109.2,0.4444,0.33120000000000005,0.7922,41.2,24.0,18.0,-14.4,109.0,0.43600000000000005,0.31720000000000004,0.8057000000000001,40.7,23.3,18.4,-19.1,2.0
22019,0021900309,2019-12-04,1610612737,ATL,1,0,L,118,90,48,0.533,26,9,0.346,21,13,0.619,9,26,35,24,16,8,9,-12,106.8,0.43220000000000003,0.30400000000000005,0.8333999999999999,41.2,21.8,18.0,-8.8,108.2,0.43810000000000004,0.319,0.819,39.6,22.9,17.7,-15.0,2.0
22019,0021900336,2019-12-08,1610612737,ATL,0,1,W,122,91,44,0.484,45,18,0.4,17,16,0.941,11,37,48,28,14,8,8,15,107.8,0.4516,0.3106,0.7956000000000001,39.8,21.4,17.6,-8.8,109.9,0.45360000000000006,0.3286,0.8079000000000001,39.3,23.4,17.4,-11.3,4.0
22019,0021900354,2019-12-10,1610612737,ATL,0,0,L,121,95,45,0.474,54,20,0.37,18,11,0.611,4,33,37,30,12,4,6,-14,111.8,0.4676,0.32580000000000003,0.8474,39.6,22.6,16.6,-4.0,112.0,0.4590000000000001,0.33999999999999997,0.826,40.4,24.6,16.8,-7.7,2.0
22019,0021900361,2019-12-11,1610612737,ATL,0,0,L,102,83,35,0.422,38,13,0.342,26,19,0.731,10,31,41,26,23,7,5,-34,115.2,0.4758,0.3436,0.7808,37.4,25.8,14.2,-6.6,111.4,0.4606,0.3318,0.8065,39.8,24.9,16.7,-8.3,1.0
22019,0021900373,2019-12-13,1610612737,ATL,1,0,L,100,94,39,0.415,28,6,0.214,23,16,0.696,12,38,50,24,15,6,4,-10,113.4,0.4748,0.3468,0.767,39.8,25.8,16.0,-4.0,111.3,0.4596,0.339,0.7796000000000001,40.5,24.9,17.0,-9.2,2.0
22019,0021900390,2019-12-15,1610612737,ATL,1,0,L,96,86,31,0.36,42,12,0.286,25,22,0.88,8,34,42,18,20,8,5,-5,112.6,0.46559999999999996,0.3344,0.7196,42.2,26.4,16.0,-11.0,109.7,0.44889999999999997,0.31920000000000004,0.7765,41.7,24.1,17.0,-9.9,2.0
22019,0021900403,2019-12-17,1610612737,ATL,0,0,L,120,99,45,0.455,43,15,0.349,20,15,0.75,9,27,36,20,11,7,3,-23,108.2,0.43100000000000005,0.3224,0.7718,43.6,25.2,16.8,-9.6,108.0,0.4412999999999999,0.3165,0.7837,41.7,23.3,17.2,-9.2,2.0
22019,0021900416,2019-12-19,1610612737,ATL,1,0,L,106,90,39,0.433,29,11,0.379,19,17,0.895,6,34,40,24,16,8,1,-5,107.8,0.42519999999999997,0.3122,0.7336,41.2,23.6,16.2,-17.2,109.8,0.44639999999999996,0.31900000000000006,0.7905,40.4,23.1,16.4,-10.6,2.0
22019,0021900431,2019-12-21,1610612737,ATL,0,0,L,112,105,39,0.371,48,11,0.229,27,23,0.852,14,38,52,17,10,7,5,-10,104.8,0.417,0.314,0.7904,41.8,22.4,17.0,-15.4,110.0,0.44639999999999996,0.32880000000000004,0.7856,39.6,24.1,15.6,-11.0,2.0
22019,0021900444,2019-12-23,1610612737,ATL,0,0,L,118,95,45,0.474,42,15,0.357,17,13,0.765,5,32,37,23,16,11,7,-3,106.8,0.40679999999999994,0.2914,0.8146000000000001,44.0,20.6,14.4,-10.6,110.1,0.4408,0.3191,0.7908,41.9,23.2,15.2,-7.3,2.0
22019,0021900469,2019-12-27,1610612737,ATL,1,0,L,86,91,33,0.363,41,12,0.293,14,8,0.571,8,38,46,20,18,10,8,-26,110.4,0.41859999999999997,0.32,0.8284,41.4,20.4,14.6,-9.2,111.5,0.44210000000000005,0.32720000000000005,0.774,41.8,23.4,15.3,-10.1,4.0
22019,0021900477,2019-12-28,1610612737,ATL,0,0,L,81,86,32,0.372,34,9,0.265,11,8,0.727,9,30,39,24,21,8,5,-35,108.4,0.4192,0.3214,0.7666,42.2,20.8,14.2,-13.4,108.3,0.42510000000000003,0.32189999999999996,0.7692,42.9,23.0,15.5,-11.5,1.0
22019,0021900491,2019-12-30,1610612737,ATL,0,1,W,101,81,39,0.481,29,9,0.31,17,14,0.824,11,41,52,21,21,8,4,8,100.6,0.40259999999999996,0.3046,0.7619999999999999,42.8,21.6,16.2,-15.8,104.2,0.41390000000000005,0.3084,0.7478,42.0,22.6,16.2,-16.5,2.0
22019,0021900517,2020-01-03,1610612737,ATL,0,0,L,106,93,39,0.419,45,16,0.356,15,12,0.8,6,36,42,26,14,6,5,-3,99.6,0.4122,0.2908,0.7478,45.2,21.0,17.2,-13.2,102.2,0.41459999999999997,0.3024,0.7691,43.5,21.7,17.1,-14.3,4.0
22019,0021900526,2020-01-04,1610612737,ATL,1,1,W,116,82,42,0.512,32,10,0.313,24,22,0.917,4,36,40,22,14,8,4,5,98.4,0.4218,0.3162,0.7373999999999999,43.2,22.8,18.0,-11.8,102.6,0.4143,0.30379999999999996,0.776,43.6,21.7,16.2,-11.2,1.0
22019,0021900543,2020-01-06,1610612737,ATL,1,0,L,115,77,35,0.455,39,18,0.462,32,27,0.844,4,30,34,24,10,3,5,-8,98.0,0.42939999999999995,0.3074,0.7678,43.8,22.6,17.6,-10.2,104.2,0.42400000000000004,0.3137,0.7981,42.6,21.5,16.1,-9.7,2.0
22019,0021900558,2020-01-08,1610612737,ATL,1,0,L,115,106,39,0.368,44,13,0.295,27,24,0.889,16,38,54,20,11,6,8,-7,103.8,0.4478,0.3412,0.8224,41.4,23.4,16.0,-6.6,106.1,0.4335,0.3313,0.7945,41.8,22.1,15.1,-10.0,2.0
22019,0021900567,2020-01-10,1610612737,ATL,0,0,L,101,89,41,0.461,29,7,0.241,24,12,0.5,9,47,56,19,18,5,9,-10,110.6,0.44699999999999995,0.3472,0.8548,44.4,22.6,14.0,-1.0,105.6,0.4248,0.32589999999999997,0.8084,43.6,22.1,15.1,-8.4,2.0
22019,0021900586,2020-01-12,1610612737,ATL,0,0,L,86,97,32,0.33,48,12,0.25,11,10,0.909,4,29,33,23,12,16,4,-22,110.6,0.44299999999999995,0.33340000000000003,0.79,45.2,22.2,13.4,-4.6,105.1,0.4276,0.31209999999999993,0.7689,45.2,21.6,15.3,-8.9,2.0
22019,0021900598,2020-01-14,1610612737,ATL,1,1,W,123,93,46,0.495,31,14,0.452,20,17,0.85,12,34,46,25,17,3,10,13,106.6,0.42519999999999997,0.3122,0.8118000000000001,43.4,21.6,13.0,-8.4,102.5,0.42349999999999993,0.3142,0.7746,43.3,22.2,15.5,-10.1,2.0
22019,0021900624,2020-01-17,1610612737,ATL,0,1,W,121,82,41,0.5,40,19,0.475,27,20,0.741,8,35,43,21,19,10,6,1,108.0,0.4218,0.33999999999999997,0.7984,44.6,22.2,13.6,-6.8,103.0,0.42560000000000003,0.3237,0.7830999999999999,44.2,22.4,15.6,-8.5,3.0
22019,0021900629,2020-01-18,1610612737,ATL,1,0,L,103,93,40,0.43,34,10,0.294,15,13,0.867,10,22,32,18,20,9,6,-33,109.2,0.43079999999999996,0.3426,0.7778,46.4,21.6,15.4,-5.0,106.5,0.43929999999999997,0.3419,0.8000999999999999,43.9,22.5,15.7,-5.8,1.0
22019,0021900640,2020-01-20,1610612737,ATL,1,0,L,117,83,41,0.494,33,12,0.364,33,23,0.697,9,41,50,26,24,9,8,-5,106.8,0.44320000000000004,0.3424,0.7734,42.0,21.2,17.2,-10.2,108.7,0.44510000000000005,0.3448,0.8141,43.2,21.9,15.6,-5.6,2.0
22019,0021900656,2020-01-22,1610612737,ATL,1,1,W,102,102,36,0.353,35,11,0.314,23,19,0.826,23,40,63,21,15,8,3,7,110.0,0.44980000000000003,0.367,0.8128,40.8,22.6,18.4,-9.2,110.3,0.44639999999999996,0.35019999999999996,0.8013999999999999,43.0,22.4,15.9,-6.9,2.0
22019,0021900677,2020-01-24,1610612737,ATL,0,0,L,111,92,42,0.457,36,11,0.306,20,16,0.8,10,27,37,24,11,6,7,-29,113.2,0.45439999999999997,0.3798,0.7962,46.8,22.2,19.0,-3.4,109.9,0.4398000000000001,0.346,0.8039999999999999,45.1,21.9,16.0,-5.9,2.0
22019,0021900687,2020-01-26,1610612737,ATL,1,1,W,152,93,54,0.581,35,15,0.429,34,29,0.853,12,36,48,30,15,7,3,19,110.8,0.4468,0.35059999999999997,0.7862,45.0,22.0,17.8,-11.8,109.4,0.4343,0.3453,0.7923,44.8,22.1,15.7,-9.3,2.0
22019,0021900703,2020-01-28,1610612737,ATL,0,0,L,114,92,41,0.446,47,12,0.255,25,20,0.8,10,34,44,28,18,10,2,-16,117.0,0.46299999999999997,0.34140000000000004,0.8086,46.0,23.8,17.0,-8.2,113.1,0.4469,0.34199999999999997,0.7932,46.2,22.7,16.2,-6.6,2.0
22019,0021900716,2020-01-30,1610612737,ATL,1,1,W,127,87,42,0.483,35,11,0.314,37,32,0.865,10,38,48,29,16,5,4,10,119.2,0.4662,0.3336,0.7952,48.4,25.8,16.6,-4.8,113.0,0.4547,0.33799999999999997,0.7843,45.2,23.5,16.9,-7.5,2.0
22019,0021900733,2020-02-01,1610612737,ATL,0,0,L,100,91,37,0.407,33,10,0.303,21,16,0.762,10,40,50,19,11,6,4,-23,121.2,0.46399999999999997,0.3236,0.8288,48.0,26.4,15.0,-1.8,115.6,0.4569,0.34530000000000005,0.8208,44.4,24.5,16.7,-5.5,2.0
22019,0021900745,2020-02-03,1610612737,ATL,1,0,L,115,84,42,0.5,30,12,0.4,21,19,0.905,6,26,32,22,17,9,6,-8,120.8,0.4748,0.32139999999999996,0.8160000000000001,45.4,26.0,14.2,-7.8,117.0,0.4646,0.3506,0.8061,46.1,24.1,16.6,-5.6,2.0
22019,0021900759,2020-02-05,1610612737,ATL,0,1,W,127,82,43,0.524,32,13,0.406,30,28,0.933,7,37,44,23,21,7,4,7,121.6,0.48339999999999994,0.3402,0.8370000000000001,44.4,25.6,15.4,-3.6,116.2,0.46509999999999996,0.34540000000000004,0.8116,44.7,23.8,16.6,-7.7,2.0
22019,0021900771,2020-02-07,1610612737,ATL,0,0,L,107,86,35,0.407,39,13,0.333,26,24,0.923,12,34,46,21,14,7,8,-5,116.6,0.472,0.3356,0.8530000000000001,43.6,24.2,16.6,-6.0,116.8,0.46749999999999997,0.3385,0.8308,44.8,24.0,16.8,-7.1,2.0
22019,0021900787,2020-02-09,1610612737,ATL,1,1,W,140,108,49,0.454,40,14,0.35,31,28,0.903,11,39,50,29,15,9,8,5,115.2,0.46420000000000006,0.35120000000000007,0.8775999999999999,44.0,22.8,15.8,-3.8,117.2,0.46519999999999995,0.3424,0.8364,46.2,24.3,16.2,-4.3,2.0
22019,0021900795,2020-02-10,1610612737,ATL,0,0,L,126,88,47,0.534,37,16,0.432,17,16,0.941,4,27,31,33,12,5,5,-9,117.8,0.4584,0.3584,0.8852,44.4,22.8,15.6,-4.8,119.5,0.4612,0.341,0.857,46.2,24.6,15.3,-3.3,1.0
22019,0021900807,2020-02-12,1610612737,ATL,0,0,L,105,84,36,0.429,34,13,0.382,25,20,0.8,9,29,38,24,17,11,5,-22,123.0,0.4838,0.3842,0.921,40.6,25.6,15.8,-2.0,121.9,0.4793,0.3528,0.8685,43.0,25.8,15.0,-4.9,2.0
22019,0021900821,2020-02-20,1610612737,ATL,1,1,W,129,85,41,0.482,35,16,0.457,35,31,0.886,6,35,41,22,16,8,6,5,121.0,0.46959999999999996,0.3806,0.9,41.8,26.0,15.8,-4.8,121.3,0.47650000000000003,0.3604,0.8685,43.1,25.8,15.6,-4.2,7.0
22019,0021900837,2020-02-22,1610612737,ATL,1,1,W,111,98,43,0.439,37,8,0.216,26,17,0.654,13,40,53,27,10,9,4,4,121.4,0.4612,0.3908,0.8906000000000001,41.2,25.8,14.8,-5.2,119.0,0.46659999999999996,0.36319999999999997,0.8718,42.4,25.0,15.7,-5.6,2.0
22019,0021900850,2020-02-24,1610612737,ATL,0,0,L,112,97,40,0.412,38,8,0.211,27,24,0.889,14,30,44,19,13,5,2,-17,122.2,0.4676,0.3674,0.8368,42.6,27.0,14.0,-3.4,118.7,0.4659,0.3593,0.8572,43.3,24.9,14.9,-3.6,2.0
22019,0021900867,2020-02-26,1610612737,ATL,1,0,L,120,94,42,0.447,36,13,0.361,25,23,0.92,9,33,42,30,9,5,5,-10,116.6,0.45919999999999994,0.3396,0.834,41.4,25.0,13.6,-7.8,117.2,0.4588,0.349,0.8596,42.9,23.9,14.6,-6.3,2.0
22019,0021900878,2020-02-28,1610612737,ATL,1,1,W,141,97,50,0.515,39,19,0.487,30,22,0.733,15,37,52,32,10,8,4,23,115.4,0.4418,0.3254,0.8298,43.6,24.4,13.0,-8.0,119.2,0.4628,0.3548,0.8754,42.1,25.0,14.4,-5.0,2.0
22019,0021900888,2020-02-29,1610612737,ATL,1,1,W,129,84,46,0.548,42,18,0.429,22,19,0.864,5,31,36,34,19,7,5,12,122.6,0.45899999999999996,0.3464,0.8164,46.4,26.0,11.6,1.0,121.8,0.46430000000000005,0.3635,0.8582000000000001,44.1,26.0,13.7,-1.9,1.0
22019,0021900905,2020-03-02,1610612737,ATL,1,0,L,88,99,32,0.323,35,9,0.257,16,15,0.938,16,27,43,20,17,6,8,-39,122.6,0.47220000000000006,0.3408,0.8119999999999999,45.4,28.4,12.2,2.4,122.0,0.46670000000000006,0.3658,0.8513,43.3,27.1,13.5,-1.4,2.0
22019,0021900930,2020-03-06,1610612737,ATL,0,0,L,112,86,46,0.535,32,12,0.375,12,8,0.667,6,30,36,25,18,9,4,-6,118.0,0.449,0.349,0.8687999999999999,43.4,27.0,13.6,-6.2,120.1,0.45830000000000004,0.3582,0.8528,43.0,27.0,13.8,-4.8,4.0
22019,0021900943,2020-03-07,1610612737,ATL,0,0,L,101,95,32,0.337,49,13,0.265,28,24,0.857,14,32,46,23,14,9,2,-17,118.0,0.4736000000000001,0.3818,0.8244,41.8,28.2,14.6,-4.0,117.3,0.4664,0.3607,0.8291999999999999,41.6,26.6,14.1,-5.9,1.0
22019,0021900957,2020-03-09,1610612737,ATL,1,1,W,143,96,53,0.552,43,21,0.488,27,16,0.593,12,41,53,33,16,1,5,5,114.2,0.4516,0.36260000000000003,0.8118000000000001,42.6,26.8,15.6,-5.4,114.8,0.4467,0.344,0.8208,43.1,25.6,14.3,-6.7,2.0
22019,0021900969,2020-03-11,1610612737,ATL,1,0,L,131,106,48,0.453,41,14,0.341,26,21,0.808,15,38,53,26,17,6,3,-5,114.6,0.45899999999999996,0.3628,0.7838,42.8,27.0,16.8,-9.0,118.6,0.45899999999999996,0.35459999999999997,0.8000999999999999,44.6,26.5,14.2,-4.0,2.0
22020,0022000015,2020-12-23,1610612737,ATL,0,1,W,124,80,43,0.538,35,14,0.4,29,24,0.828,8,38,46,24,23,6,3,20,115.0,0.43999999999999995,0.3452,0.7726,46.2,25.4,16.4,-12.4,118.8,0.4561,0.343,0.7923,45.8,26.9,14.3,-5.0,7.0
22020,0022000021,2020-12-26,1610612737,ATL,0,1,W,122,89,38,0.427,36,13,0.361,38,33,0.868,13,41,54,23,15,4,5,10,122.2,0.483,0.3738,0.7506,46.8,26.2,17.6,-0.6,120.1,0.466,0.3614,0.8097,45.1,26.6,15.6,-3.4,3.0
22020,0022000041,2020-12-28,1610612737,ATL,1,1,W,128,82,40,0.488,42,20,0.476,32,28,0.875,8,37,45,30,13,5,7,8,124.2,0.4614,0.371,0.7908000000000001,50.4,25.8,17.0,2.6,121.1,0.4675000000000001,0.3764,0.8076000000000001,46.1,27.0,15.8,-0.7,2.0
22020,0022000057,2020-12-30,1610612737,ATL,0,0,L,141,99,47,0.475,46,18,0.391,35,29,0.829,17,37,54,27,12,5,2,-4,129.6,0.49160000000000004,0.41319999999999996,0.7944,50.2,27.2,16.8,7.6,121.9,0.4716,0.3879,0.8030999999999999,46.4,27.0,16.2,1.1,2.0
22020,0022000072,2021-01-01,1610612737,ATL,0,1,W,114,93,43,0.462,39,16,0.41,14,12,0.857,10,38,48,24,11,8,3,18,129.2,0.47620000000000007,0.3938,0.8416,50.4,26.0,16.0,5.8,121.9,0.4676,0.3783,0.8127000000000001,46.6,26.5,16.4,-1.6,2.0
22020,0022000083,2021-01-02,1610612737,ATL,1,0,L,91,85,35,0.412,32,11,0.344,19,10,0.526,15,33,48,22,22,9,5,-5,125.8,0.47800000000000004,0.40759999999999996,0.8513999999999999,49.4,25.6,14.8,10.4,120.4,0.45899999999999996,0.37639999999999996,0.812,47.8,25.5,15.6,-1.0,1.0
22020,0022000095,2021-01-04,1610612737,ATL,1,0,L,108,87,40,0.46,31,10,0.323,23,18,0.783,10,30,40,24,13,4,2,-5,119.2,0.4528,0.3964,0.791,49.8,25.2,14.6,5.4,120.7,0.46790000000000004,0.3851,0.7707999999999999,48.3,25.7,16.1,2.4,2.0
22020,0022000110,2021-01-06,1610612737,ATL,1,0,L,94,96,36,0.375,40,7,0.175,18,15,0.833,12,45,57,25,13,6,1,-8,116.4,0.4593999999999999,0.3888,0.774,47.0,25.4,14.2,2.4,120.3,0.46040000000000003,0.3799,0.7824,48.7,25.6,15.6,2.5,2.0
22020,0022000134,2021-01-09,1610612737,ATL,0,0,L,105,89,34,0.382,45,14,0.311,28,23,0.821,17,30,47,25,14,10,4,-8,109.6,0.4368,0.3286,0.7656,49.4,24.4,14.2,-0.8,119.6,0.46420000000000006,0.3709,0.78,49.8,25.8,15.5,3.4,3.0
22020,0022000153,2021-01-11,1610612737,ATL,1,1,W,112,99,37,0.374,44,17,0.386,27,21,0.778,14,44,58,20,8,7,3,18,102.4,0.4182,0.31259999999999993,0.764,48.0,24.0,14.6,-1.6,115.8,0.44719999999999993,0.3532,0.8028000000000001,49.2,25.0,15.3,2.1,2.0
22020,0022000186,2021-01-15,1610612737,ATL,0,0,L,92,92,38,0.413,28,5,0.179,15,11,0.733,8,33,41,21,15,6,1,-24,102.0,0.4006,0.30779999999999996,0.7482,50.0,23.2,14.0,-1.6,113.9,0.4393000000000001,0.3577,0.7998,49.7,24.4,14.4,4.4,4.0
22020,0022000195,2021-01-16,1610612737,ATL,0,0,L,106,87,38,0.437,30,6,0.2,28,24,0.857,7,41,48,24,13,4,6,-6,102.2,0.4008,0.27480000000000004,0.7895999999999999,48.6,23.0,12.6,-5.4,110.7,0.42679999999999996,0.3356,0.7903,49.2,24.1,13.6,0.0,1.0
22020,0022000205,2021-01-18,1610612737,ATL,1,1,W,108,79,37,0.468,28,11,0.393,25,23,0.92,7,41,48,32,26,15,8,11,101.8,0.3962,0.25020000000000003,0.8044,50.2,23.0,12.6,-5.6,109.1,0.42780000000000007,0.3195,0.7891999999999999,48.6,24.2,13.4,-1.6,2.0
22020,0022000219,2021-01-20,1610612737,ATL,1,1,W,123,100,44,0.44,23,9,0.391,38,26,0.684,23,40,63,21,14,6,10,8,104.6,0.41479999999999995,0.2938,0.8218,48.4,24.4,15.2,-1.8,107.1,0.4258,0.31120000000000003,0.7937000000000001,48.9,24.4,14.7,-1.3,2.0
22020,0022000236,2021-01-22,1610612737,ATL,0,1,W,116,83,38,0.458,35,15,0.429,30,25,0.833,13,42,55,21,17,9,12,18,108.2,0.42639999999999995,0.30979999999999996,0.7944,51.6,23.6,15.2,1.4,105.3,0.4223,0.31120000000000003,0.7792,49.8,23.8,14.9,-0.1,2.0
22020,0022000254,2021-01-24,1610612737,ATL,0,0,L,115,83,42,0.506,39,14,0.359,22,17,0.773,5,22,27,27,9,8,4,-14,109.0,0.44320000000000004,0.3184,0.8054,51.0,23.8,17.0,1.4,105.5,0.42190000000000005,0.31310000000000004,0.7767999999999999,50.5,23.5,15.5,-0.1,2.0
22020,0022000268,2021-01-26,1610612737,ATL,1,1,W,108,80,37,0.463,26,10,0.385,25,24,0.96,9,37,46,20,14,7,9,9,113.6,0.46180000000000004,0.3544,0.8134,48.2,25.0,15.8,3.4,107.9,0.43129999999999996,0.3146,0.8015000000000001,48.4,24.0,14.2,-1.0,2.0
22020,0022000274,2021-01-27,1610612737,ATL,1,0,L,128,94,45,0.479,33,13,0.394,28,25,0.893,12,25,37,29,11,3,7,-4,114.0,0.46699999999999997,0.3914,0.834,47.8,24.2,16.0,6.4,107.9,0.4316,0.3208,0.8192,49.0,23.6,14.3,0.4,1.0
22020,0022000290,2021-01-29,1610612737,ATL,0,1,W,116,87,39,0.448,37,12,0.324,34,26,0.765,12,35,47,16,13,5,4,16,118.0,0.4692,0.3916,0.8286,45.6,23.6,13.0,3.4,111.3,0.442,0.3427,0.8251999999999999,47.0,24.0,14.1,0.8,2.0
22020,0022000313,2021-02-01,1610612737,ATL,1,0,L,99,78,37,0.474,29,11,0.379,17,14,0.824,6,30,36,27,19,8,3,-8,116.6,0.4708,0.3782,0.8448,42.4,22.6,12.8,5.0,112.4,0.44860000000000005,0.34400000000000003,0.8196,47.0,23.1,14.0,3.2,3.0
